user1,user2,interaction
2046,590,like
497,2917,like
1580,1929,dislike
272,612,dislike
425,1038,dislike
1396,2565,like
2737,2312,like
2794,956,dislike
2198,828,like
2204,2715,like
266,1381,dislike
63,1998,like
95,716,dislike
1640,727,dislike
1810,2350,like
1961,2374,like
1042,1542,dislike
1727,1140,like
484,949,dislike
135,2328,dislike
2102,1959,like
854,1401,like
77,1731,like
2127,1129,like
128,2317,dislike
2570,1295,dislike
2197,1084,dislike
2569,2612,dislike
2633,212,dislike
894,350,like
668,1137,like
2328,1112,like
2619,2471,dislike
1340,2435,like
1933,2031,like
502,668,dislike
2352,1686,like
2866,19,like
1975,1507,like
351,924,like
2935,233,like
316,805,like
1558,1003,dislike
188,1680,dislike
232,1718,like
1103,1332,dislike
875,368,like
549,1229,dislike
487,1865,dislike
2965,419,like
1947,2007,like
1466,1123,like
2442,1199,like
758,2198,dislike
2469,1070,like
1794,176,like
330,64,like
1653,62,like
1456,2719,dislike
714,2255,dislike
198,350,like
29,1903,like
563,1296,like
1736,1352,like
253,596,dislike
2667,1270,like
64,653,dislike
1749,980,dislike
1660,1915,dislike
2811,429,dislike
184,1510,like
621,1367,like
2686,668,like
2476,740,dislike
837,768,like
2390,1119,dislike
2886,2128,dislike
212,2285,dislike
2344,420,like
363,1159,dislike
661,492,like
1808,707,like
2183,1989,like
2932,1513,dislike
896,1037,like
2402,1812,dislike
2735,1617,like
1412,1602,like
168,2745,dislike
1618,1415,dislike
2588,157,like
363,112,like
510,1193,like
1674,1757,dislike
2477,1756,like
1395,1101,like
503,731,dislike
2061,1223,dislike
663,1860,like
947,1338,dislike
2955,766,like
2581,678,like
1996,270,like
1771,1010,like
1098,1310,like
587,1194,like
2715,1135,like
1357,125,dislike
2094,1429,like
2408,2560,like
1734,640,dislike
2131,1357,dislike
657,1757,dislike
1651,1099,like
153,2528,like
962,70,dislike
127,1229,dislike
1393,2388,like
1551,2665,dislike
961,2713,like
2186,1403,dislike
521,1269,dislike
1647,484,like
1439,1221,like
1226,214,like
822,253,like
205,2291,dislike
413,309,like
261,734,like
1086,1464,dislike
1930,537,dislike
2493,1638,dislike
2592,437,dislike
2583,2830,like
671,1452,dislike
2532,473,like
2043,1118,like
241,2964,like
852,122,like
669,720,like
1014,197,dislike
1847,2726,like
1256,310,dislike
2027,1881,like
40,1305,like
10,2784,dislike
1154,2789,dislike
1983,2162,dislike
2079,2444,like
2984,2049,like
2620,447,dislike
1856,1544,dislike
1183,2130,dislike
1596,2347,like
2961,726,dislike
911,1135,dislike
251,587,like
932,1141,like
2240,189,like
1483,601,dislike
1371,483,dislike
375,591,dislike
2167,995,dislike
501,1901,dislike
874,2546,like
2719,1552,like
892,382,dislike
2242,2095,like
1254,2651,like
2296,1257,dislike
2018,1573,dislike
2615,2195,dislike
2524,2328,like
1188,406,like
2257,1018,like
1923,1702,like
2969,2131,dislike
1363,1208,like
1534,950,like
1308,2181,dislike
30,723,dislike
1329,318,like
322,1911,like
2749,759,like
1917,2386,dislike
277,2761,like
56,2253,dislike
1333,666,like
640,907,dislike
2411,2977,like
1741,935,dislike
2838,948,dislike
2558,1219,like
1610,175,dislike
1483,956,like
2700,1194,like
1979,1629,dislike
1893,640,dislike
2461,2771,like
1244,127,like
1622,1422,dislike
301,1156,dislike
1590,1392,like
748,1310,like
2109,561,like
2985,1153,dislike
56,54,dislike
2439,1386,dislike
673,1876,like
2281,93,like
918,1864,like
2231,2590,dislike
2298,1087,dislike
1706,2676,dislike
2345,1106,like
1506,2543,dislike
2121,191,like
701,1705,like
1145,112,dislike
438,2875,like
153,2710,dislike
773,2081,dislike
965,78,dislike
193,1787,dislike
2605,1589,dislike
2225,1749,dislike
1831,793,like
2027,149,like
155,195,dislike
324,2141,dislike
1324,2058,like
2011,2250,dislike
727,1741,dislike
1062,2515,dislike
2030,1223,like
138,1434,dislike
2324,2337,like
2626,2616,like
868,1072,dislike
2630,2032,dislike
1718,1425,dislike
241,2220,like
505,1579,dislike
1568,1760,dislike
2663,1525,dislike
2207,462,dislike
103,2421,like
1804,1475,like
344,443,like
2914,2326,dislike
135,1039,dislike
660,460,dislike
223,669,like
2609,1138,like
2977,2513,dislike
2100,1365,dislike
2423,1211,like
1732,2633,like
481,1871,dislike
2013,2055,dislike
60,275,like
2221,58,like
1199,870,dislike
1212,497,like
2333,2835,like
2276,2896,dislike
1306,1465,like
1186,594,like
1204,2948,dislike
2132,1858,like
463,1076,dislike
2760,2831,like
421,2772,like
1542,1330,like
484,2286,like
142,2808,like
351,337,dislike
626,1960,dislike
2599,2565,dislike
2847,782,dislike
280,936,like
2424,2397,dislike
2257,39,like
476,1829,like
1633,2247,like
1322,1511,like
2542,1767,like
2110,1650,dislike
762,2983,like
443,1638,like
1014,78,like
1335,1503,dislike
2267,2709,dislike
2164,908,dislike
739,1879,dislike
2690,654,like
2166,863,dislike
1253,1347,like
1536,600,dislike
166,334,dislike
1905,401,dislike
519,2689,like
641,1163,dislike
2336,1961,like
1568,1143,dislike
270,988,like
1502,1989,dislike
2243,2755,dislike
427,952,like
2602,420,like
2987,2160,like
2859,1447,dislike
1215,1965,like
2495,2243,dislike
1672,2646,like
987,2508,like
2312,2294,like
2947,376,like
990,1891,dislike
462,2533,dislike
2588,276,dislike
913,424,dislike
1190,2274,like
2471,2975,dislike
892,1558,like
2062,2203,like
2164,255,like
2952,1154,dislike
1227,1592,like
1027,2038,like
1543,2229,like
72,2264,like
2016,2437,like
339,1583,like
369,1642,dislike
194,1037,like
1001,1357,like
1978,2317,like
2061,2702,like
1769,324,like
353,746,like
1480,1379,like
519,2526,dislike
2588,1814,like
271,2782,dislike
313,2022,like
218,1945,dislike
2508,2937,like
293,330,dislike
1374,2178,like
32,2740,dislike
227,1125,like
1544,1728,dislike
1919,1742,dislike
1417,2981,like
374,2425,like
402,2017,like
999,952,dislike
2003,2858,like
2853,1167,dislike
1387,2826,like
1475,309,like
158,2151,like
2552,2042,dislike
588,1514,dislike
1083,536,like
429,1556,dislike
347,912,like
1700,89,dislike
1478,1911,like
1617,1300,like
1084,1754,like
1493,1102,dislike
2168,1143,like
1859,1969,dislike
2989,1235,like
577,2725,dislike
2109,2441,like
1275,1730,like
1351,1824,like
893,984,like
2928,1639,dislike
2960,1504,like
2831,564,like
2491,1441,like
2250,595,like
136,850,like
1462,1067,dislike
2709,267,dislike
840,2985,like
1854,2523,dislike
1314,1921,like
184,1784,dislike
1537,1812,like
951,774,dislike
2364,1852,like
571,2067,like
2787,127,like
1485,1779,dislike
1998,1471,dislike
2189,59,like
2773,2836,like
2873,1644,dislike
1340,571,dislike
550,606,dislike
618,686,dislike
350,236,dislike
888,748,dislike
1317,2350,like
2380,901,dislike
2521,2014,dislike
2612,2779,dislike
2213,2840,like
990,1655,like
1042,2044,dislike
1270,2439,like
278,2605,dislike
2392,2303,dislike
1821,505,like
443,2566,dislike
2655,658,dislike
1515,998,like
780,2629,dislike
1741,1653,like
2756,1413,like
506,1469,dislike
1833,1290,like
2745,776,dislike
2782,1084,dislike
1992,1542,like
1373,1762,like
318,1227,like
2526,2141,dislike
2417,460,dislike
793,2490,dislike
2946,1919,dislike
437,1918,dislike
1535,2941,dislike
2612,2322,like
708,2581,like
2646,1913,like
1055,1368,like
1425,1893,dislike
2520,1070,like
1667,2205,dislike
1580,380,like
1728,713,like
374,382,like
1393,2694,dislike
2322,726,dislike
646,1631,like
2356,2612,like
2109,1793,like
656,187,like
787,2079,dislike
213,2377,like
2816,803,dislike
399,1341,like
1731,670,like
1849,2246,dislike
2619,780,dislike
100,1868,dislike
1100,905,dislike
1987,2904,dislike
787,1810,like
1632,2777,like
1852,110,dislike
2814,1364,dislike
438,1956,dislike
2731,2555,dislike
147,2765,dislike
2351,2060,dislike
1062,1853,like
1489,251,like
2107,1812,like
1092,2519,dislike
1170,750,dislike
1826,1172,like
2596,2171,like
2441,2674,like
2090,2472,like
2123,2424,dislike
1616,2882,dislike
445,1926,like
1864,2454,like
888,597,like
2421,2014,like
2019,78,like
1529,321,dislike
2807,2345,dislike
93,263,dislike
312,2996,dislike
272,1354,like
458,2987,like
652,2524,like
1990,1855,dislike
458,388,dislike
2712,1563,like
788,448,dislike
2577,1417,like
2667,188,dislike
2559,1646,dislike
1616,592,dislike
704,1523,dislike
340,1070,like
203,1616,dislike
2220,1268,dislike
1617,1159,like
1775,1528,like
833,2723,like
2728,1643,like
2926,2019,like
1394,2877,dislike
863,541,like
1920,948,like
2786,2743,like
2875,1439,dislike
1671,199,like
2371,2095,dislike
1738,133,dislike
1544,604,like
1206,940,like
1512,935,dislike
1814,2430,dislike
2649,1421,dislike
753,2975,dislike
2856,1895,like
2574,2538,dislike
592,669,dislike
863,1804,like
2560,936,dislike
2315,1619,like
2562,2540,like
2543,938,like
195,2406,dislike
131,1976,dislike
2800,1215,like
679,358,like
2977,2887,dislike
1903,2682,like
821,661,dislike
1510,986,dislike
2988,837,like
2352,2301,like
2930,2429,like
2309,2865,dislike
172,2841,dislike
1232,1874,dislike
1742,1857,like
1258,1929,dislike
2304,1241,dislike
2876,726,dislike
1012,2287,dislike
2663,97,dislike
2940,2263,like
423,1389,dislike
2664,374,dislike
2976,1937,dislike
1001,781,dislike
1655,1374,like
2207,699,like
25,1638,dislike
1503,567,like
703,146,dislike
1190,1425,dislike
415,1149,dislike
2615,2188,dislike
1360,1010,dislike
927,1463,dislike
548,79,like
1361,954,dislike
581,601,like
584,1484,like
173,2341,dislike
2737,1759,dislike
2085,414,like
204,2687,like
1345,2852,dislike
2506,947,dislike
1896,2780,dislike
2877,2687,dislike
191,2432,dislike
1896,1563,like
911,540,like
1629,391,dislike
476,1376,like
2708,2742,like
872,1571,like
402,794,like
2065,1752,dislike
528,2511,like
2142,2349,like
781,1885,like
2129,2725,dislike
2635,2808,dislike
277,2331,like
1207,2312,dislike
1905,2890,dislike
2389,237,dislike
2762,11,dislike
2376,524,dislike
669,299,dislike
433,2592,dislike
1144,2487,like
562,721,like
2700,1644,dislike
2583,1722,like
809,1857,like
302,1471,like
2969,2058,dislike
1357,1892,like
2339,2538,dislike
474,2403,like
2444,732,dislike
814,85,like
2812,1283,dislike
2132,35,dislike
736,2808,like
1098,2634,dislike
327,425,dislike
1470,2569,dislike
2187,2842,like
963,1395,like
2720,1970,like
1248,732,dislike
60,464,like
1722,1746,dislike
1092,2296,like
572,2826,like
2405,785,dislike
2700,108,dislike
370,1397,like
749,972,like
621,306,like
661,2571,dislike
1410,2822,like
1796,60,dislike
890,390,dislike
947,2362,dislike
349,110,like
109,2567,dislike
1094,2240,dislike
849,848,like
1257,2664,like
346,997,dislike
1331,1213,like
1745,1516,like
2849,311,like
1576,2971,like
2049,1449,dislike
931,1858,like
1074,1299,dislike
1832,1585,like
2858,1578,like
1316,1498,like
842,1247,like
812,951,like
1831,389,dislike
2951,563,like
2211,2324,dislike
2893,2555,like
2764,201,dislike
1816,1835,dislike
1294,1087,like
697,279,dislike
9,89,dislike
498,1995,like
2503,2938,dislike
2352,2345,like
804,1198,like
2900,1085,dislike
311,1262,like
734,1278,dislike
2852,350,dislike
296,550,like
1356,1214,dislike
775,1769,dislike
2356,1020,like
789,543,dislike
556,1013,dislike
2174,1991,like
1962,1646,dislike
91,2321,dislike
431,2231,dislike
2860,1280,like
2370,2970,dislike
282,2436,dislike
2775,92,dislike
885,122,like
544,1120,like
686,957,dislike
632,1692,like
2514,1212,like
730,2627,dislike
668,2279,like
1917,159,dislike
573,2897,dislike
1978,1347,dislike
1619,1010,dislike
2830,734,dislike
2760,2044,like
1564,147,dislike
2311,1692,like
1455,2240,dislike
1438,2384,dislike
2521,1773,like
1637,1104,like
562,804,like
2660,1573,dislike
1983,269,like
889,2124,dislike
224,504,like
2404,551,like
1452,1327,dislike
344,2466,like
2023,217,dislike
727,265,like
1388,72,like
1240,230,dislike
1022,1712,dislike
2159,1126,dislike
130,1114,dislike
1680,9,dislike
338,2228,dislike
2476,2368,dislike
226,597,dislike
2231,1267,dislike
679,2199,dislike
1358,779,like
1175,1816,dislike
599,607,like
696,386,dislike
1400,162,dislike
2669,718,like
2333,2699,dislike
1405,2501,like
2340,2415,dislike
1863,2383,dislike
1473,400,like
1608,649,dislike
1371,1197,dislike
312,136,dislike
2855,2202,dislike
1195,2528,dislike
2585,2941,dislike
930,2360,dislike
1600,1239,like
2872,937,dislike
2189,1366,like
2810,2413,dislike
1810,1830,dislike
2174,1137,like
2614,915,dislike
873,1079,like
2054,2109,like
194,507,like
1070,904,dislike
2414,2494,dislike
429,1779,like
504,1810,like
1665,1986,like
899,1093,like
675,2112,like
423,766,dislike
1428,115,like
256,1409,like
2839,2247,dislike
1072,1548,dislike
2940,569,like
821,1924,dislike
450,187,like
697,20,like
1125,510,like
42,400,dislike
748,2740,like
1452,1325,like
613,1673,like
2675,2566,dislike
1257,262,like
513,2757,dislike
973,2117,dislike
1608,714,dislike
2064,796,dislike
1980,2213,like
992,1378,dislike
1378,2941,like
749,221,like
2361,815,dislike
2097,1835,dislike
974,2231,dislike
288,1169,like
1058,2166,dislike
1155,2944,like
62,2866,like
1028,1213,dislike
1315,75,like
2660,1109,dislike
1914,1365,dislike
2935,44,dislike
2207,2466,like
973,2223,dislike
785,354,like
1811,2050,like
2948,855,like
2785,1089,dislike
799,2949,like
948,200,like
2152,808,like
3,298,dislike
1277,2558,dislike
2817,1570,like
1410,355,like
825,2602,dislike
2028,2929,dislike
305,1727,dislike
1686,829,like
318,1459,like
1563,2534,like
1242,2814,like
2410,2288,like
70,2944,like
2969,861,like
526,2917,dislike
2919,2880,dislike
2930,1439,dislike
2314,2125,dislike
2813,96,dislike
1234,2869,like
2303,252,dislike
2797,14,dislike
267,2888,dislike
108,70,like
1188,2528,like
2817,572,like
1837,326,dislike
416,2422,like
2873,1270,like
2084,1691,dislike
2558,2343,like
405,2165,dislike
2768,2678,like
1500,496,dislike
545,2357,dislike
2605,2133,like
1070,2259,dislike
2282,2470,like
1423,1221,like
937,1643,like
1131,2512,dislike
1400,913,like
1471,32,dislike
1242,2344,dislike
1467,1734,dislike
208,736,like
1698,2311,like
1689,489,like
1845,248,like
70,824,like
1813,2213,dislike
77,2032,like
2798,571,dislike
2616,1634,like
1513,764,dislike
39,384,like
703,2108,like
1761,815,like
1044,2416,dislike
921,515,dislike
186,2459,like
919,1056,like
1579,515,dislike
2469,1419,like
200,2751,dislike
1544,1312,like
722,363,dislike
2158,379,dislike
1040,606,dislike
954,1501,dislike
467,1333,dislike
1601,1944,dislike
1382,2992,dislike
336,310,like
468,258,dislike
515,1060,like
1744,2740,dislike
1780,960,like
1447,2673,like
2911,1420,dislike
779,807,like
1688,975,like
719,55,dislike
362,1804,dislike
1348,2755,like
1154,984,dislike
2128,1183,dislike
1586,1490,dislike
915,2672,like
472,1486,dislike
1952,1839,like
1198,1065,dislike
1802,257,like
2635,2321,dislike
61,319,like
1379,2610,like
2757,1227,like
1705,2946,dislike
1712,788,like
2342,859,dislike
649,2787,like
2975,1052,like
1384,845,like
983,1920,dislike
2054,2723,like
887,1416,dislike
1511,639,dislike
2356,33,dislike
2228,771,dislike
1638,2746,dislike
255,2205,like
2973,582,like
2030,634,dislike
2429,2067,like
748,2922,like
155,1143,like
162,47,like
2135,1452,dislike
1824,1044,like
2965,769,like
2425,456,dislike
51,2426,dislike
791,1422,dislike
484,1260,like
36,264,dislike
1011,2382,like
1625,2227,like
235,795,dislike
2842,2217,dislike
2322,796,dislike
1210,150,like
2078,502,dislike
2078,1473,dislike
1061,2756,like
1235,2745,like
1297,1838,dislike
1130,2003,dislike
909,1512,like
2243,1080,like
1999,577,dislike
310,974,like
424,2024,dislike
2690,965,dislike
1021,347,dislike
62,1360,like
2864,706,like
2180,2714,like
96,674,like
2848,2562,dislike
1279,725,like
8,2098,like
468,392,dislike
507,2278,like
2409,2081,like
2651,2588,like
1264,1535,dislike
232,258,like
2007,169,dislike
1963,1976,like
1244,2942,like
1989,399,dislike
378,719,dislike
2863,138,like
303,1350,dislike
1760,2424,like
512,1414,like
2025,1592,dislike
885,2710,dislike
607,2539,dislike
2701,42,dislike
2015,1704,like
1448,1685,dislike
256,1931,like
1619,2643,like
1255,2292,like
1524,2383,like
2667,2231,dislike
394,547,dislike
1952,249,dislike
353,2307,like
2840,822,like
2452,2528,dislike
1835,669,dislike
2510,2313,like
2411,1013,like
957,2382,dislike
621,2657,dislike
1006,2641,like
2555,1713,dislike
1773,2832,dislike
1255,2894,like
1574,862,dislike
2539,2380,dislike
1179,2592,like
648,1458,dislike
1606,2953,like
1471,2956,dislike
2032,1016,like
221,2660,like
917,2386,dislike
1395,586,dislike
575,1210,like
638,203,like
104,184,dislike
2529,2006,like
5,1728,dislike
1874,2419,dislike
202,1586,like
845,259,like
1381,2278,like
2762,1304,dislike
1500,56,like
2288,1086,like
737,504,dislike
367,2987,like
483,2824,dislike
638,1758,dislike
10,973,like
1619,1968,dislike
903,2939,dislike
860,559,like
86,446,like
702,457,like
821,637,like
2092,1038,dislike
801,1106,like
158,2693,like
2973,416,like
1767,916,like
1012,2012,dislike
2330,2646,like
1283,198,like
1293,1566,dislike
173,2463,dislike
2251,1797,dislike
1550,658,like
246,1485,like
2902,2327,like
2983,2938,like
954,1508,dislike
2031,631,like
2145,1278,dislike
95,2697,dislike
2465,1426,like
1919,115,dislike
1178,2730,like
2683,1854,like
2999,430,like
2868,2447,like
2043,2746,like
793,55,like
2228,2667,dislike
1948,8,dislike
1136,850,dislike
2216,1152,like
1370,2397,like
565,1741,dislike
2396,2229,dislike
2872,2057,dislike
2195,1122,like
282,1418,dislike
1313,924,like
1315,2856,like
989,2084,dislike
2215,2555,like
2952,678,like
2298,389,like
521,1400,dislike
1254,1026,like
1636,2238,like
2707,1912,dislike
287,409,dislike
2216,2479,dislike
1803,1539,like
1637,1720,like
1103,1350,like
1482,1040,like
507,2437,like
2337,62,like
1826,2341,dislike
2159,1407,dislike
779,131,like
415,2801,like
2856,1290,like
409,2507,dislike
2878,1134,like
2597,2776,like
1524,2772,dislike
2700,2438,like
2087,2264,like
1710,69,like
634,2641,dislike
2784,1682,dislike
1406,2020,dislike
2223,180,like
2895,1098,dislike
308,1828,like
1632,2807,dislike
1395,1656,dislike
543,2474,dislike
77,2968,like
2334,2592,dislike
2086,250,like
2744,229,dislike
2079,1898,like
1639,2779,dislike
519,141,like
1789,625,like
456,778,like
2436,1769,dislike
2987,1351,dislike
1689,2217,dislike
896,934,like
386,1049,like
2868,756,like
2773,2925,dislike
782,1889,dislike
1293,1507,like
1979,1169,dislike
482,1501,like
883,924,dislike
1989,756,like
816,1966,dislike
1680,1152,like
197,1219,like
2701,2397,dislike
615,2112,dislike
2070,1960,like
2600,335,like
2653,2570,dislike
1508,490,dislike
778,1365,dislike
1371,1357,like
900,2722,dislike
2645,300,dislike
688,1523,like
1163,1270,dislike
192,517,dislike
526,2781,dislike
1397,2346,dislike
1879,2596,like
1966,791,like
2779,2705,dislike
1219,2002,dislike
807,1375,like
363,86,like
2926,318,dislike
2,1724,dislike
2560,2703,like
756,1647,dislike
1622,1412,dislike
328,2806,like
212,2739,like
724,1344,dislike
1621,659,dislike
1099,1213,dislike
2489,2889,like
2402,1685,like
195,931,dislike
2532,2409,dislike
2941,574,like
2412,2630,dislike
772,569,like
1817,1124,dislike
813,1409,dislike
2685,2405,dislike
2719,1577,dislike
2064,122,dislike
705,175,like
635,1210,like
1330,1071,like
331,885,dislike
2678,1470,dislike
2068,2817,like
1728,1009,dislike
2788,2548,like
1215,1918,like
1942,1497,dislike
1625,1957,dislike
2797,1964,dislike
2283,2545,like
1621,922,dislike
872,1142,dislike
2278,2503,like
2548,2236,dislike
1405,2058,dislike
505,980,like
2966,90,dislike
1456,1588,like
317,1392,dislike
1128,674,like
1734,1805,like
1710,1833,dislike
2007,669,like
1643,2418,like
971,836,like
1616,1094,dislike
403,562,like
291,2767,dislike
1595,2730,like
1212,1942,dislike
130,1289,like
2241,344,dislike
1418,1892,like
1533,2376,dislike
1514,516,like
1662,2842,like
79,2149,dislike
1417,1784,like
2565,2223,like
2931,1914,like
2388,972,dislike
2220,2857,like
559,2090,like
2375,893,dislike
2450,108,dislike
1701,43,dislike
2842,2845,like
1321,1227,dislike
457,1701,dislike
2411,2134,dislike
1564,2806,like
1780,2936,like
594,242,like
2329,844,dislike
2309,1658,like
2079,1782,like
2332,717,dislike
2784,2493,like
1070,795,like
2636,399,dislike
2216,978,like
882,13,like
2024,2425,dislike
2986,909,dislike
340,1083,like
1918,1049,like
1476,710,dislike
2427,1326,like
1059,1599,like
515,2318,like
1147,1244,dislike
1576,520,like
821,514,dislike
1242,1358,dislike
2894,1595,dislike
332,919,dislike
2620,1199,dislike
1834,1242,dislike
1291,1568,dislike
2258,1787,like
74,1823,like
2021,2095,dislike
2578,684,dislike
1248,2289,dislike
1436,1487,dislike
414,1924,dislike
2701,2406,like
1253,2532,like
1433,1321,like
1444,819,like
748,1662,dislike
2421,492,like
2234,775,like
2648,862,like
894,2909,like
1157,2507,dislike
627,2243,dislike
920,785,dislike
934,1063,like
12,1264,like
1820,2853,dislike
2366,1045,dislike
2823,2243,like
215,2820,dislike
100,2322,dislike
789,1159,dislike
2157,1223,dislike
2110,855,like
2655,2912,like
119,2624,dislike
2520,37,dislike
1095,2470,like
1684,291,like
2449,2640,dislike
2585,2797,dislike
312,1365,like
1839,135,dislike
1361,1044,dislike
1877,2663,dislike
2006,1383,like
431,708,dislike
1470,586,dislike
326,221,dislike
2787,437,dislike
2079,1043,dislike
2009,1794,dislike
1923,1240,dislike
1815,2209,dislike
1050,2423,dislike
2162,1077,like
1624,2864,like
1436,566,like
196,744,dislike
2930,1589,like
1828,249,dislike
2769,1429,dislike
2892,2436,dislike
656,1826,dislike
2339,2203,like
2310,1302,dislike
1847,2163,like
1800,2194,dislike
620,1756,like
2871,358,like
76,2831,like
2291,768,dislike
421,1404,like
1984,2873,dislike
2876,215,dislike
24,58,dislike
1418,975,like
2983,17,like
2136,1156,like
1841,664,like
801,1530,like
1351,2998,dislike
27,1396,dislike
1667,1025,like
110,2844,dislike
2561,2923,dislike
2173,2251,like
1440,1376,dislike
531,15,like
650,248,dislike
1366,795,dislike
287,2132,like
244,331,dislike
519,1007,like
310,349,like
2277,2350,dislike
1041,1194,like
2752,1569,like
2845,2839,like
2073,1419,like
1515,992,dislike
275,2496,like
2968,1757,dislike
202,1688,dislike
1825,1726,dislike
1735,2339,dislike
2994,2452,dislike
33,527,dislike
2787,340,dislike
1524,1565,like
163,1550,like
613,840,dislike
15,1456,like
869,2368,like
149,2674,dislike
110,1752,like
1963,2414,dislike
814,2149,like
1039,146,dislike
495,813,dislike
2272,2099,dislike
2922,865,like
2080,214,dislike
2098,1029,dislike
2747,2332,dislike
908,1058,like
247,1193,like
1233,1410,dislike
2939,1289,dislike
458,1184,dislike
1987,2097,like
386,609,like
213,758,dislike
2523,1344,dislike
401,1647,dislike
247,1668,dislike
66,2847,dislike
1101,727,dislike
1551,2407,dislike
2459,2911,dislike
2441,2545,dislike
1641,1469,like
2884,2318,dislike
2205,2026,like
2377,2819,like
2144,1762,dislike
354,2625,like
1492,1263,like
1236,2620,like
2324,250,dislike
2819,2982,like
1157,2116,dislike
1092,746,like
646,1160,like
2993,348,like
1820,1411,like
1889,1329,dislike
428,1578,dislike
259,711,like
981,326,dislike
1950,2297,like
2313,2703,like
2565,2936,dislike
2923,1361,like
2190,2109,dislike
1178,349,dislike
2738,1477,dislike
2176,1259,like
834,1353,dislike
640,2087,like
1672,2398,like
2568,1727,like
2252,1384,like
2257,2036,like
2579,2772,dislike
676,1872,like
2377,421,like
4,2175,like
239,1745,like
568,2864,like
2653,2560,like
2335,2650,like
2221,1336,dislike
211,1171,dislike
2481,865,dislike
657,2677,like
244,75,like
1202,1901,like
2214,2997,dislike
934,2744,like
819,2470,dislike
1555,2621,dislike
225,2429,like
1922,2724,like
1365,2352,like
882,855,dislike
169,2176,like
314,769,like
2536,1462,dislike
2001,2835,like
2980,2244,like
508,246,dislike
957,2463,dislike
1267,1338,dislike
706,1863,like
1722,357,like
1857,43,like
2155,200,like
1793,2130,like
434,915,like
2421,429,like
1198,1492,dislike
897,1035,like
2277,1901,like
1844,2087,like
2199,2303,dislike
1478,821,like
2713,15,like
1472,2373,like
352,9,dislike
2171,2064,dislike
48,756,dislike
1668,1243,dislike
991,2007,like
357,2759,dislike
1732,1703,dislike
774,2028,like
1366,1429,like
1056,709,like
299,739,like
1608,200,dislike
471,1782,like
1392,2995,like
2800,2420,dislike
1126,2038,dislike
1343,2954,like
2521,1361,dislike
203,534,dislike
85,889,like
2824,1245,like
2131,48,like
1240,690,like
923,2290,like
2145,568,like
1673,1881,like
948,715,dislike
343,448,like
779,1357,dislike
2100,1424,like
2686,842,like
591,518,like
33,590,dislike
1566,880,like
1890,2173,dislike
511,2504,dislike
2262,1499,like
1287,2958,dislike
2368,123,like
1546,1792,dislike
383,805,dislike
327,2776,dislike
2927,71,dislike
2834,2363,like
303,1975,like
2432,1691,like
2981,205,like
2216,643,like
38,877,dislike
517,2029,dislike
1715,2134,dislike
1186,23,like
743,1350,dislike
2157,2421,like
2828,1829,dislike
893,443,dislike
377,181,dislike
1141,333,like
1857,2925,like
368,2674,dislike
45,1060,like
22,1809,like
2951,2960,like
104,836,like
262,2731,dislike
35,2941,dislike
2551,1628,like
942,1953,dislike
42,2247,like
482,519,like
1918,1794,like
1962,1166,like
2648,861,like
1583,2539,like
1528,1387,like
2121,2433,dislike
292,1148,dislike
1554,1923,like
603,921,like
398,1881,like
621,45,dislike
2082,2696,like
2325,507,dislike
385,752,dislike
1388,768,like
2891,2871,like
1967,896,like
641,1001,dislike
324,1367,dislike
2858,453,like
669,1241,like
2174,2830,dislike
406,476,dislike
1149,1385,dislike
1287,1686,like
205,2054,like
1345,1305,like
1767,892,like
1743,203,like
1395,186,dislike
1287,1313,like
2706,1537,like
2,2346,like
1204,819,like
340,1921,dislike
1098,1521,like
2110,1864,dislike
2862,1471,dislike
2238,325,like
2848,1214,dislike
889,2085,dislike
1065,2021,like
1040,202,dislike
1423,272,like
1741,2470,dislike
2276,77,like
2712,2536,dislike
1059,1162,dislike
1011,194,dislike
1507,1955,dislike
1482,974,like
1236,42,dislike
2030,2586,like
2192,1879,dislike
1686,1314,dislike
79,2863,like
2871,1311,dislike
2840,1367,like
570,2142,dislike
1849,344,dislike
2223,611,dislike
2403,2434,like
1032,1519,like
577,1036,like
61,2974,like
1436,1949,like
1557,977,like
982,2988,dislike
2098,1873,like
1273,2936,like
2793,2101,like
2442,2948,dislike
1260,210,dislike
993,896,like
588,2597,dislike
1260,1266,like
479,865,dislike
2716,932,like
514,2063,like
436,2451,dislike
548,2708,dislike
305,1465,dislike
2409,2367,dislike
66,1011,dislike
2004,2942,like
1856,2785,dislike
2949,537,like
2732,2773,dislike
1623,1520,like
7,2830,dislike
568,1043,like
1037,676,like
2159,120,like
1328,959,dislike
2429,2206,dislike
594,370,like
2984,1365,dislike
677,2744,like
2343,1892,like
1349,799,dislike
270,1798,dislike
2853,394,dislike
146,226,like
2323,1631,like
777,1430,dislike
117,969,like
2665,1471,like
2655,2008,like
2073,2213,like
1674,2212,like
1711,1632,dislike
2265,611,like
1252,655,dislike
2472,1705,like
1675,2944,dislike
2994,837,dislike
1774,2814,dislike
1084,1,dislike
2403,619,dislike
926,840,like
679,680,dislike
1106,1240,dislike
1037,1713,dislike
302,166,dislike
2470,305,like
701,718,like
2976,1354,dislike
2305,2630,dislike
198,884,like
2906,2857,dislike
869,1030,dislike
2778,2989,dislike
1389,35,like
2091,2305,like
2291,396,dislike
425,2770,dislike
1439,1555,dislike
2875,542,dislike
1585,511,dislike
1309,2896,dislike
2492,1102,like
